"file_id","input_path","output_path","score","id1","id2","id3","id4","id5","id6","id7","id8","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11"
"MX-M3658N_20260731_165214_001.png",".jcode_runs\regression\overflow\MX-M3658N_20260731_165214_001.pdf","outputs\overflow\CheckedOMRs\MX-M3658N_20260731_165214_001.png","0","2","0","2","5","0","1","6","5","A","B","B","B","C","B","C","C","AC","AC","CD"
"MX-M3658N_20260731_165214_002.png",".jcode_runs\regression\overflow\MX-M3658N_20260731_165214_002.pdf","outputs\overflow\CheckedOMRs\MX-M3658N_20260731_165214_002.png","0","2","0","2","5","0","1","6","3","A","C","C","B","A","C","B","D","AC","BD","BD"
"MX-M3658N_20260731_165214_003.png",".jcode_runs\regression\overflow\MX-M3658N_20260731_165214_003.pdf","outputs\overflow\CheckedOMRs\MX-M3658N_20260731_165214_003.png","0","2","0","2","5","0","1","6","2","A","B","C","C","C","B","D","B","AC","BD","BCD"
"MX-M3658N_20260731_165214_004.png",".jcode_runs\regression\overflow\MX-M3658N_20260731_165214_004.pdf","outputs\overflow\CheckedOMRs\MX-M3658N_20260731_165214_004.png","0","2","0","2","5","0","1","6","1","A","C","B","C","D","C","D","D","AC","AC","BD"
