batch,pdf_count,rows,total_cells,nonblank_cells,blank_cells,invalid_cells,nonblank_rate,valid_format_rate,review_total,review_status_counts,review_type_counts,result_csv,review_csv,template_archive
new-inputs-20260803-172528,20,20,380,291,89,205,0.7657894736842106,0.22631578947368422,180,"LEGACY=51, LOW_CONFIDENCE=25, RESOLVED_CANDIDATE=7, REVIEW=97","ID_REVIEW=32, SINGLE_CHOICE_CONFLICT_REVIEW=97, WEAK_MARK_REVIEW=51",docs\assets\regression-results\2026-08-03-new-inputs-172528\Results\new_inputs_20260803_172528_Results.csv,docs\assets\regression-results\2026-08-03-new-inputs-172528\Results\new_inputs_20260803_172528_WeakFillReview.csv,docs\assets\templates\new-inputs-20260803-172528
